kcal_scn,SSP_scn,measure,diet_scn,waste_scn,tech_scn,env_item,year,value,,,Environmental analysis:,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,phos,2010,-51.93408459,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,phos,2030,-1517.143092,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,phos,2050,-1849.960801,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_splus,2010,-13147.50031,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_splus,2030,-25704.76901,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_splus,2050,-30746.80948,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_sfert,2010,2408.55685,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_sfert,2030,-6637.012297,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,BMK,nitr_sfert,2050,-8215.089901,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,GHGe,2010,-1141.824092,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,GHGe,2030,-1957.448505,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,GHGe,2050,-2812.172348,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,land,2010,686.7142625,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,land,2030,-3590.193225,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,land,2050,-6501.350486,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,water,2010,1.276916848,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,water,2030,-603.856613,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,water,2050,-929.1241196,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr,2010,-5313.550112,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr,2030,-15001.09601,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr,2050,-17381.44691,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,phos,2010,-51.93408459,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,phos,2030,-1797.558797,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,phos,2050,-3095.620286,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_splus,2010,-13147.50031,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_splus,2030,-33375.45132,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_splus,2050,-40949.11223,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_sfert,2010,2408.55685,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_sfert,2030,-14307.69461,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH,nitr_sfert,2050,-18417.39265,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,GHGe,2010,-1245.597388,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,GHGe,2030,-2039.512003,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,GHGe,2050,-2960.039148,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,land,2010,492.4217298,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,land,2030,-4235.873487,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,land,2050,-8694.894328,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,water,2010,0.118650366,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,water,2030,-605.9099419,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,water,2050,-930.8072626,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr,2010,-34823.62053,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr,2030,-50914.15122,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr,2050,-58717.07454,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,phos,2010,-8950.349249,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,phos,2030,-12642.32867,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,phos,2050,-15051.79589,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_splus,2010,-43586.96531,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_splus,2030,-72185.19446,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_splus,2050,-89313.78873,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_sfert,2010,-28030.90815,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_sfert,2030,-53117.43775,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,full_w,TECH_p,nitr_sfert,2050,-66782.06914,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,GHGe,2010,-953.8889407,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,GHGe,2030,-1972.360998,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,GHGe,2050,-2518.877785,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,land,2010,-1022.170524,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,land,2030,-2458.656351,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,land,2050,-3314.903422,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,water,2010,-241.6839272,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,water,2030,-446.0772304,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,water,2050,-550.0531877,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr,2010,-21990.44811,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr,2030,-34368.88942,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr,2050,-39556.43378,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,phos,2010,-2887.614663,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,phos,2030,-5043.910283,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,phos,2050,-5812.33058,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_splus,2010,-29395.67115,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_splus,2030,-45341.83659,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_splus,2050,-52678.35982,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_sfert,2010,-16405.1584,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_sfert,2030,-30251.96099,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,BMK,nitr_sfert,2050,-35027.02338,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,GHGe,2010,-1408.538053,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,GHGe,2030,-2316.938182,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,GHGe,2050,-3229.181534,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,land,2010,-1022.170524,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,land,2030,-5393.978878,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,land,2050,-8412.813924,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,water,2010,-241.6839272,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,water,2030,-856.7403642,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,water,2050,-1199.571633,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr,2010,-21990.44811,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr,2030,-35416.24619,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr,2050,-40441.88665,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,phos,2010,-2887.614663,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,phos,2030,-5268.276029,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,phos,2050,-6890.132102,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_splus,2010,-29395.67115,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_splus,2030,-52304.70981,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_splus,2050,-61918.13601,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_sfert,2010,-16405.1584,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_sfert,2030,-37214.8342,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH,nitr_sfert,2050,-44266.79957,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,GHGe,2010,-1506.261583,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,GHGe,2030,-2394.687386,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,GHGe,2050,-3369.297948,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,land,2010,-1195.434058,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,land,2030,-5952.518475,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,land,2050,-10312.20338,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,water,2010,-242.9029797,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,water,2030,-858.8097836,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,water,2050,-1201.288259,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr,2010,-46497.44913,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr,2030,-65204.75635,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr,2050,-74859.38235,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,phos,2010,-10368.18954,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,phos,2030,-14377.68728,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,phos,2050,-16949.0518,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_splus,2010,-54842.05246,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_splus,2030,-85008.27702,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_splus,2050,-103115.102,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_sfert,2010,-41851.53971,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_sfert,2030,-69918.40141,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hmilk,half_w,TECH_p,nitr_sfert,2050,-85463.76552,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,GHGe,2010,1051.331194,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,GHGe,2030,747.6301791,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,GHGe,2050,772.3337701,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,land,2010,232.7129459,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,land,2030,-705.4155449,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,land,2050,-1179.768672,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,water,2010,-4.764977165,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,water,2030,-132.8856607,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,water,2050,-172.7586408,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr,2010,-9094.530529,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr,2030,-17441.7253,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr,2050,-20698.92491,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,phos,2010,-1004.432044,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,phos,2030,-2395.542851,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,phos,2050,-2878.914507,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_splus,2010,-7264.448481,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_splus,2030,-18266.86453,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_splus,2050,-21775.83487,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_sfert,2010,-4593.029556,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_sfert,2030,-13487.68749,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,BMK,nitr_sfert,2050,-15784.02228,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,GHGe,2010,473.0223677,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,GHGe,2030,311.4129936,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,GHGe,2050,-131.9311088,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,land,2010,232.7129459,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,land,2030,-4018.610381,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,land,2050,-6970.408533,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,water,2010,-4.764977165,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,water,2030,-618.8565561,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,water,2050,-953.9257394,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr,2010,-9094.530529,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr,2030,-19031.77331,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr,2050,-22663.6393,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,phos,2010,-1004.432044,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,phos,2030,-2720.004424,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,phos,2050,-4147.162176,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_splus,2010,-7264.448481,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_splus,2030,-25952.50222,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_splus,2050,-32598.99121,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_sfert,2010,-4593.029556,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_sfert,2030,-21173.32518,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH,nitr_sfert,2050,-26607.17862,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,GHGe,2010,363.9348652,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,GHGe,2030,225.3160848,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,GHGe,2050,-290.9424331,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,land,2010,60.32880209,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,land,2030,-4636.093417,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,land,2050,-9089.295118,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,water,2010,-5.05642247,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,water,2030,-619.7000515,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,water,2050,-954.5556919,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr,2010,-37470.30682,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr,2030,-53735.62533,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr,2050,-62414.60921,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,phos,2010,-9426.598229,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,phos,2030,-13103.55148,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,phos,2050,-15577.56683,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_splus,2010,-36456.88583,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_splus,2030,-63159.21914,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_splus,2050,-78362.06195,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2010,-33785.4669,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2030,-58380.04211,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2050,-72370.24935,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,GHGe,2010,697.6106531,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,GHGe,2030,286.6076779,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,GHGe,2050,220.3180609,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,land,2010,-1481.758163,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,land,2030,-2957.541411,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,land,2050,-3881.707704,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,water,2010,-248.4469197,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,water,2030,-455.8613844,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,water,2050,-560.4379518,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr,2010,-25787.46633,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr,2030,-38170.24715,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr,2050,-44168.35648,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,phos,2010,-3834.848156,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,phos,2030,-5921.357021,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,phos,2050,-6843.803847,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_splus,2010,-23705.07667,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_splus,2030,-38124.57424,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_splus,2050,-43960.84991,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_sfert,2010,-23330.7991,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_sfert,2030,-37051.60605,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,BMK,nitr_sfert,2050,-42566.83471,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,GHGe,2010,147.3916333,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,GHGe,2030,-129.7095302,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,GHGe,2050,-644.3258821,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,land,2010,-1481.758163,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,land,2030,-5828.178981,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,land,2050,-8887.924379,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,water,2010,-248.4469197,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,water,2030,-872.2992343,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,water,2050,-1224.989021,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr,2010,-25787.46633,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr,2030,-39473.89153,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr,2050,-45769.70931,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,phos,2010,-3834.848156,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,phos,2030,-6188.996784,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,phos,2050,-7941.289727,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_splus,2010,-23705.07667,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_splus,2030,-45107.61145,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_splus,2050,-53824.54557,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_sfert,2010,-23330.7991,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_sfert,2030,-44034.64326,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH,nitr_sfert,2050,-52430.53037,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,GHGe,2010,45.20781399,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,GHGe,2030,-210.8130421,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,GHGe,2050,-794.3077069,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,land,2010,-1633.103025,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,land,2030,-6358.556207,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,land,2050,-10712.50892,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,water,2010,-248.80214,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,water,2030,-873.1626021,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,water,2050,-1225.655554,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr,2010,-49155.36188,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr,2030,-68045.10809,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr,2050,-78588.85822,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,phos,2010,-10841.80628,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,phos,2030,-14838.04766,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,phos,2050,-17474.63061,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_splus,2010,-47899.24443,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_splus,2030,-76199.65844,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_splus,2050,-92411.79821,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2010,-47524.96686,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2030,-75126.69024,,,,,,,,,,
2100kcal,SSP3,chg,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2050,-91017.78301,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,GHGe,2010,-9.840121227,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,GHGe,2030,-5.615946865,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,GHGe,2050,-9.448183518,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,land,2030,-19.95200555,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,land,2050,-29.79166679,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,water,2030,-19.86521515,,,,,,,,,,
2100kcal,SSP3,pct,BMK,full_w,TECH,water,2050,-26.63276394,,,,,,,,,,
